14 1 5	0.0149128 
14 1 6	-0.214567 
14 1 7	0.207575 
14 2 8	-0.359529 
15 1 5	5.89576e-09 
15 1 6	-4.07394e-08 
15 1 7	-0.282102 
15 2 8	-0.162872 
16 1 8	0.325743 

1 2 1	-0.124922 
2 1 1	0.962924 
2 2 2	-0.224996 
2 2 3	-0.481437 
2 2 4	0.646687 
2 2 5	0.481462 
3 1 1	0.0969113 
3 2 2	0.136406 
3 2 3	-0.0915639 
3 2 4	0.151266 
3 2 5	0.0484556 
4 1 1	0.16125 
4 2 2	0.000763673 
4 2 3	0.0493099 
4 2 4	0.141852 
4 2 5	0.0806252 
5 1 1	-0.136594 
5 2 2	-0.00279008 
5 2 3	-0.000947467 
5 2 4	0.0683635 
5 2 5	-0.0682969 
6 1 1	-0.0558667 
6 2 2	-2.0568e-10 
6 2 3	2.99702e-10 
6 2 4	1.94637e-09 
6 2 5	0.111733 
7 1 2	-0.811231 
7 1 3	0.505686 
7 1 4	0.130105 
7 1 5	-4.8148e-09 
7 2 6	0.700429 
7 2 7	-0.573627 
7 2 8	0.357574 
7 2 9	-0.0737292 
7 2 10	0.091998 
7 2 11	4.37887e-08 
8 1 2	-0.488035 
8 1 3	-0.61847 
8 1 4	-0.571576 
8 1 5	9.43741e-09 
8 2 6	-0.085896 
8 2 7	-0.345093 
8 2 8	-0.437325 
8 2 9	-0.662115 
8 2 10	-0.404165 
8 2 11	-3.39081e-09 
9 1 2	-0.129901 
9 1 3	-0.277958 
9 1 4	0.373365 
9 1 5	-0.833916 
9 2 6	-4.93503e-10 
9 2 7	0.183708 
9 2 8	0.393092 
9 2 9	-4.30592e-08 
9 2 10	-0.528017 
9 2 11	-0.68089 
10 1 2	0.106092 
10 1 3	-0.189062 
10 1 4	-0.0511701 
10 1 5	-3.87515e-08 
10 2 6	0.0449237 
10 2 7	0.075018 
10 2 8	-0.133687 
10 2 9	-0.12264 
10 2 10	-0.0361828 
10 2 11	3.45362e-08 
11 1 2	0.0787539 
11 1 3	-0.0528644 
11 1 4	0.0873334 
11 1 5	-0.0839277 
11 2 6	-1.55407e-09 
11 2 7	-0.111375 
11 2 8	0.0747616 
11 2 9	4.2661e-08 
11 2 10	-0.123508 
11 2 11	-0.0685266 
12 1 2	-0.0120362 
12 1 3	-0.0504043 
12 1 4	0.0746519 
12 1 5	-4.10391e-08 
12 2 6	0.00118986 
12 2 7	-0.00851088 
12 2 8	-0.0356412 
12 2 9	0.198763 
12 2 10	0.0527871 
12 2 11	-2.17303e-08 
13 1 2	-0.000440885 
13 1 3	-0.028469 
13 1 4	-0.0818992 
13 1 5	0.139647 
13 2 6	6.85589e-09 
13 2 7	0.00062355 
13 2 8	0.0402614 
13 2 9	1.92063e-07 
13 2 10	0.115821 
13 2 11	0.114021 
14 1 2	-0.00289473 
14 1 3	-0.00523451 
14 1 4	0.164343 
14 1 5	8.66427e-07 
14 2 6	-0.00104207 
14 2 7	-0.00204689 
14 2 8	-0.003701 
14 2 9	-0.0402551 
14 2 10	0.116209 
14 2 11	4.80636e-07 
15 1 2	-0.00161086 
15 1 3	-0.000547027 
15 1 4	0.0394697 
15 1 5	0.118294 
15 2 6	-1.91593e-10 
15 2 7	0.00227809 
15 2 8	0.000773601 
15 2 9	1.61199e-08 
15 2 10	-0.0558184 
15 2 11	0.0965862 
16 1 2	1.81818e-09 
16 1 3	-2.6725e-10 
16 1 4	-4.25051e-08 
16 1 5	0.0790074 
16 2 6	2.94608e-10 
16 2 7	-1.50102e-09 
16 2 8	3.13711e-10 
16 2 9	7.07818e-09 
16 2 10	4.86292e-09 
16 2 11	-0.096764 
17 1 6	0.700429 
17 1 7	0.573627 
17 1 8	-0.357574 
17 1 9	-0.0737292 
17 1 10	-0.091998 
17 1 11	-2.43723e-08 
17 2 12	0.811231 
17 2 13	-0.505686 
17 2 14	-0.130105 
17 2 15	-3.38279e-07 
18 1 6	0.0858961 
18 1 7	-0.345093 
18 1 8	-0.437325 
18 1 9	0.662115 
18 1 10	-0.404165 
18 1 11	-6.41599e-08 
18 2 12	-0.488035 
18 2 13	-0.61847 
18 2 14	-0.571576 
18 2 15	-4.30627e-07 
19 1 6	-1.88387e-08 
19 1 7	0.183708 
19 1 8	0.393092 
19 1 9	2.38378e-08 
19 1 10	-0.528017 
19 1 11	0.68089 
19 2 12	-0.129901 
19 2 13	-0.277958 
19 2 14	0.373364 
19 2 15	0.833917 
20 1 6	-0.0449237 
20 1 7	0.075018 
20 1 8	-0.133687 
20 1 9	0.12264 
20 1 10	-0.0361828 
20 1 11	-2.71528e-08 
20 2 12	0.106092 
20 2 13	-0.189062 
20 2 14	-0.0511708 
20 2 15	1.41893e-06 
21 1 6	-6.67932e-09 
21 1 7	0.111375 
21 1 8	-0.0747616 
21 1 9	-1.78725e-07 
21 1 10	0.123508 
21 1 11	-0.0685267 
21 2 12	-0.0787538 
21 2 13	0.0528644 
21 2 14	-0.0873339 
21 2 15	-0.0839263 
22 1 6	0.00118986 
22 1 7	0.00851089 
22 1 8	0.0356412 
22 1 9	0.198763 
22 1 10	-0.0527871 
22 1 11	9.55802e-09 
22 2 12	0.0120362 
22 2 13	0.0504044 
22 2 14	-0.0746525 
22 2 15	8.23306e-07 
23 1 6	-1.49888e-08 
23 1 7	0.000623562 
23 1 8	0.0402614 
23 1 9	-4.45404e-07 
23 1 10	0.11582 
23 1 11	-0.114021 
23 2 12	-0.000440856 
23 2 13	-0.028469 
23 2 14	-0.0819003 
23 2 15	-0.139646 
24 1 6	0.00104207 
24 1 7	-0.00204682 
24 1 8	-0.00370076 
24 1 9	0.0402553 
24 1 10	0.11621 
24 1 11	-1.39988e-06 
24 2 12	-0.00289475 
24 2 13	-0.00523466 
24 2 14	0.164343 
24 2 15	-2.41049e-06 
25 1 6	-5.75507e-09 
25 1 7	0.00227813 
25 1 8	0.000773629 
25 1 9	3.04012e-08 
25 1 10	-0.0558183 
25 1 11	-0.0965859 
25 2 12	-0.00161085 
25 2 13	-0.000547033 
25 2 14	0.0394692 
25 2 15	-0.118293 
26 1 6	2.58213e-09 
26 1 7	-1.78548e-08 
26 1 8	1.42503e-09 
26 1 9	-1.92135e-08 
26 1 10	-1.78242e-08 
26 1 11	-0.0967641 
26 2 12	9.52247e-12 
26 2 13	-2.61315e-09 
26 2 14	1.31065e-07 
26 2 15	0.0790074 
27 1 12	-0.224996 
27 1 13	-0.481437 
27 1 14	0.646687 
27 1 15	-0.481462 
27 2 16	-0.962925 
28 1 12	0.136406 
28 1 13	-0.0915643 
28 1 14	0.151266 
28 1 15	-0.0484555 
28 2 16	-0.0969076 
29 1 12	-0.000763781 
29 1 13	-0.0493098 
29 1 14	-0.141853 
29 1 15	0.0806244 
29 2 16	0.161249 
30 1 12	-0.00279014 
30 1 13	-0.000947538 
30 1 14	0.0683624 
30 1 15	0.0682955 
30 2 16	0.136594 
31 1 12	1.68513e-08 
31 1 13	-2.82973e-08 
31 1 14	2.61284e-07 
31 1 15	0.111733 
31 2 16	-0.055866 
32 1 16	-0.12492 

1 2 1	-0.114818 
2 1 1	-0.575405 
2 2 2	-0.31157 
2 2 3	0.348243 
2 2 4	0.49855 
2 2 5	-0.296053 
2 2 6	0.257329 
3 1 1	0.732725 
3 2 2	-0.0358805 
3 2 3	-0.227843 
3 2 4	-0.179505 
3 2 5	0.00460095 
3 2 6	-0.327685 
4 1 1	0.102654 
4 2 2	0.00277922 
4 2 3	-0.0237466 
4 2 4	0.238082 
4 2 5	-0.0592306 
4 2 6	-0.0459083 
5 1 1	-0.31103 
5 2 2	-0.00137688 
5 2 3	-0.0185697 
5 2 4	0.0173985 
5 2 5	0.172672 
5 2 6	0.139097 
6 1 1	0.096776 
6 2 2	1.56731e-05 
6 2 3	0.00534156 
6 2 4	0.00496552 
6 2 5	0.100814 
6 2 6	-0.0432795 
7 1 1	-0.0468744 
7 2 2	7.10677e-11 
7 2 3	-4.09267e-10 
7 2 4	4.98093e-09 
7 2 5	2.08339e-08 
7 2 6	-0.104814 
8 1 2	0.893245 
8 1 3	0.220598 
8 1 4	0.245614 
8 1 5	-0.0411577 
8 1 6	-2.08353e-08 
8 2 7	-0.315653 
8 2 8	-0.660897 
8 2 9	-0.515715 
8 2 10	-0.209859 
8 2 11	-0.127362 
8 2 12	0.148273 
8 2 13	0.141805 
8 2 14	0.084682 
8 2 15	0.0237626 
8 2 16	6.16238e-08 
9 1 2	0.170149 
9 1 3	-0.0233872 
9 1 4	-0.0258111 
9 1 5	-0.535924 
9 1 6	7.38284e-08 
9 2 7	0.190639 
9 2 8	-0.410097 
9 2 9	-0.0982354 
9 2 10	0.405412 
9 2 11	0.0135025 
9 2 12	-0.210436 
9 2 13	-0.0149002 
9 2 14	-0.28547 
9 2 15	0.309416 
9 2 16	1.33825e-07 
10 1 2	-0.126921 
10 1 3	0.799188 
10 1 4	-0.275088 
10 1 5	0.04039 
10 1 6	1.09242e-07 
10 2 7	-0.0120262 
10 2 8	-0.0287061 
10 2 9	0.0732778 
10 2 10	0.34432 
10 2 11	-0.461411 
10 2 12	0.455032 
10 2 13	-0.158822 
10 2 14	-0.133547 
10 2 15	-0.0233186 
10 2 16	-1.26555e-08 
11 1 2	-0.155785 
11 1 3	0.174121 
11 1 4	0.249274 
11 1 5	-0.148027 
11 1 6	-0.514657 
11 2 7	-4.78855e-10 
11 2 8	2.48291e-08 
11 2 9	-0.269828 
11 2 10	2.00644e-07 
11 2 11	0.301587 
11 2 12	-1.5077e-07 
11 2 13	-0.431757 
11 2 14	-2.53457e-06 
11 2 15	-0.256389 
11 2 16	0.363917 
12 1 2	0.184449 
12 1 3	0.180505 
12 1 4	-0.349538 
12 1 5	0.108117 
12 1 6	2.59737e-07 
12 2 7	0.0117242 
12 2 8	0.061886 
12 2 9	-0.106492 
12 2 10	0.107168 
12 2 11	-0.104215 
12 2 12	0.331772 
12 2 13	-0.201806 
12 2 14	0.049721 
12 2 15	-0.0624208 
12 2 16	-3.27681e-07 
13 1 2	-0.000141165 
13 1 3	0.236137 
13 1 4	-0.0500809 
13 1 5	0.450497 
13 1 6	-2.11384e-07 
13 2 7	0.00782089 
13 2 8	-0.00832657 
13 2 9	8.1471e-05 
13 2 10	-0.342469 
13 2 11	-0.136334 
13 2 12	0.177339 
13 2 13	-0.0289151 
13 2 14	0.110524 
13 2 15	-0.260095 
13 2 16	4.15379e-07 
14 1 2	-0.00378396 
14 1 3	-0.0635689 
14 1 4	0.50376 
14 1 5	0.510554 
14 1 6	-1.71524e-09 
14 2 7	0.000341941 
14 2 8	-0.00195839 
14 2 9	0.00218466 
14 2 10	0.0196862 
14 2 11	0.0367016 
14 2 12	0.367145 
14 2 13	0.290845 
14 2 14	0.0497584 
14 2 15	-0.294769 
14 2 16	5.86001e-07 
15 1 2	-0.0179403 
15 1 3	-0.113922 
15 1 4	-0.0897526 
15 1 5	0.00230047 
15 1 6	0.655369 
15 2 7	2.57878e-10 
15 2 8	-1.57688e-09 
15 2 9	-0.0310734 
15 2 10	-2.2278e-08 
15 2 11	-0.197318 
15 2 12	1.28523e-07 
15 2 13	0.155456 
15 2 14	7.66944e-07 
15 2 15	0.0039845 
15 2 16	-0.463416 
16 1 2	-0.00712953 
16 1 3	-0.0443142 
16 1 4	-0.241933 
16 1 5	-0.098095 
16 1 6	2.05618e-07 
16 2 7	-0.000408712 
16 2 8	-0.00310363 
16 2 9	0.00411624 
16 2 10	-0.0026864 
16 2 11	0.0255848 
16 2 12	0.130044 
16 2 13	-0.139681 
16 2 14	0.117443 
16 2 15	0.0566352 
16 2 16	-6.52208e-08 
17 1 2	-0.00138961 
17 1 3	0.0118733 
17 1 4	-0.119041 
17 1 5	0.0296155 
17 1 6	-0.0918169 
17 2 7	2.07834e-10 
17 2 8	-1.23952e-09 
17 2 9	-0.00240688 
17 2 10	2.60902e-09 
17 2 11	0.0205651 
17 2 12	2.77468e-08 
17 2 13	0.206185 
17 2 14	1.27811e-06 
17 2 15	0.0512952 
17 2 16	0.0649246 
18 1 2	-0.000738618 
18 1 3	-0.00936155 
18 1 4	-0.0613141 
18 1 5	0.185467 
18 1 6	2.72632e-07 
18 2 7	-0.000141765 
18 2 8	-0.000343568 
18 2 9	0.000426443 
18 2 10	-0.000547438 
18 2 11	0.00540494 
18 2 12	0.00932004 
18 2 13	-0.0353987 
18 2 14	-0.191576 
18 2 15	-0.107079 
18 2 16	-5.27426e-07 
19 1 2	0.000688441 
19 1 3	0.00928488 
19 1 4	-0.00869921 
19 1 5	-0.086336 
19 1 6	0.278194 
19 2 7	-3.47668e-11 
19 2 8	1.12566e-10 
19 2 9	0.00119241 
19 2 10	-4.44986e-09 
19 2 11	0.0160819 
19 2 12	2.11113e-08 
19 2 13	0.0150676 
19 2 14	8.47541e-08 
19 2 15	-0.149538 
19 2 16	-0.196712 
20 1 2	-0.0001616 
20 1 3	-0.000147551 
20 1 4	-0.0188041 
20 1 5	0.161838 
20 1 6	2.14973e-07 
20 2 7	-2.95209e-05 
20 2 8	-0.000178789 
20 2 9	9.33011e-05 
20 2 10	0.00402602 
20 2 11	8.51892e-05 
20 2 12	-0.0194917 
20 2 13	-0.010857 
20 2 14	0.0638464 
20 2 15	-0.0934376 
20 2 16	-3.44038e-07 
21 1 2	-7.83608e-06 
21 1 3	-0.00267079 
21 1 4	-0.00248277 
21 1 5	-0.0504069 
21 1 6	-0.0865591 
21 2 7	7.80732e-11 
21 2 8	-2.43008e-10 
21 2 9	-1.35727e-05 
21 2 10	7.26179e-10 
21 2 11	-0.00462594 
21 2 12	8.42439e-09 
21 2 13	0.00430024 
21 2 14	-6.30292e-09 
21 2 15	-0.0873075 
21 2 16	0.0612066 
22 1 2	-1.91033e-10 
22 1 3	-5.09527e-10 
22 1 4	4.74241e-09 
22 1 5	-4.14468e-08 
22 1 6	-0.0662904 
22 2 7	2.19324e-10 
22 2 8	-3.2145e-10 
22 2 9	1.504e-09 
22 2 10	1.02861e-09 
22 2 11	8.00773e-10 
22 2 12	3.06397e-09 
22 2 13	1.03171e-08 
22 2 14	3.30511e-09 
22 2 15	6.4416e-09 
22 2 16	-0.0937487 
23 1 7	-0.891873 
23 1 8	0.222899 
23 1 9	-6.21767e-09 
23 1 10	0.232539 
23 1 11	-4.05768e-09 
23 1 12	-0.144197 
23 1 13	9.75106e-07 
23 1 14	-0.1337 
23 1 15	-2.48082e-07 
23 1 16	2.87262e-07 
23 2 17	0.891873 
23 2 18	0.222899 
23 2 19	8.3497e-08 
23 2 20	0.232539 
23 2 21	-8.48942e-08 
23 2 22	0.144197 
23 2 23	1.60868e-06 
23 2 24	-0.1337 
23 2 25	1.27567e-06 
23 2 26	-1.71521e-06 
24 1 7	-0.2232 
24 1 8	-0.467325 
24 1 9	0.729332 
24 1 10	-0.148393 
24 1 11	0.180117 
24 1 12	0.104845 
24 1 13	-0.200544 
24 1 14	0.0598772 
24 1 15	-0.033605 
24 1 16	-3.7976e-07 
24 2 17	-0.2232 
24 2 18	0.467325 
24 2 19	-0.729332 
24 2 20	0.148393 
24 2 21	0.180117 
24 2 22	0.104845 
24 2 23	0.200544 
24 2 24	-0.0598761 
24 2 25	0.0336062 
24 2 26	-1.24391e-07 
25 1 7	0.134802 
25 1 8	-0.289982 
25 1 9	0.138926 
25 1 10	0.286669 
25 1 11	-0.0190954 
25 1 12	-0.148801 
25 1 13	0.0210764 
25 1 14	-0.201858 
25 1 15	-0.437581 
25 1 16	1.11506e-06 
25 2 17	0.134802 
25 2 18	0.289982 
25 2 19	-0.138926 
25 2 20	-0.286669 
25 2 21	-0.0190954 
25 2 22	-0.148801 
25 2 23	-0.0210786 
25 2 24	0.201857 
25 2 25	0.437579 
25 2 26	1.85142e-06 
26 1 7	-0.00826801 
26 1 8	-0.186588 
26 1 9	1.53727e-07 
26 1 10	0.131968 
26 1 11	-3.9386e-07 
26 1 12	-0.226845 
26 1 13	-2.76565e-06 
26 1 14	0.48233 
26 1 15	2.21891e-07 
26 1 16	-8.51522e-07 
26 2 17	0.00826805 
26 2 18	-0.186588 
26 2 19	-4.74178e-08 
26 2 20	0.131968 
26 2 21	-4.01188e-07 
26 2 22	0.226845 
26 2 23	-5.43472e-06 
26 2 24	0.482331 
26 2 25	3.75097e-08 
26 2 26	-6.59e-07 
27 1 7	-0.00850387 
27 1 8	-0.0202985 
27 1 9	-0.103631 
27 1 10	0.24347 
27 1 11	0.652534 
27 1 12	0.321756 
27 1 13	0.224609 
27 1 14	-0.0944318 
27 1 15	0.0329786 
27 1 16	-1.99385e-07 
27 2 17	-0.00850385 
27 2 18	0.0202981 
27 2 19	0.10363 
27 2 20	-0.243472 
27 2 21	0.652534 
27 2 22	0.321757 
27 2 23	-0.22461 
27 2 24	0.0944288 
27 2 25	-0.0329752 
27 2 26	-3.92985e-06 
28 1 7	0.00309549 
28 1 8	0.0302013 
28 1 9	-1.60258e-07 
28 1 10	0.493609 
28 1 11	1.76889e-06 
28 1 12	0.0540855 
28 1 13	-2.95657e-06 
28 1 14	0.593828 
28 1 15	-3.50181e-08 
28 1 16	-3.00867e-07 
28 2 17	-0.00309552 
28 2 18	0.0302014 
28 2 19	4.82639e-07 
28 2 20	0.493607 
28 2 21	1.84374e-06 
28 2 22	-0.0540849 
28 2 23	-6.59253e-06 
28 2 24	0.593828 
28 2 25	-1.12016e-06 
28 2 26	2.50789e-06 
29 1 7	1.02819e-09 
29 1 8	3.55021e-08 
29 1 9	-0.220313 
29 1 10	2.75894e-07 
29 1 11	0.246244 
29 1 12	-5.9796e-08 
29 1 13	-0.352527 
29 1 14	-1.82075e-06 
29 1 15	-0.209342 
29 1 16	-0.445706 
29 2 17	-2.16548e-11 
29 2 18	-3.69775e-08 
29 2 19	-0.220314 
29 2 20	2.482e-07 
29 2 21	-0.246245 
29 2 22	-1.2841e-09 
29 2 23	-0.352528 
29 2 24	-3.96054e-06 
29 2 25	-0.209342 
29 2 26	0.445703 
30 1 7	0.00829029 
30 1 8	0.04376 
30 1 9	0.150602 
30 1 10	0.0757791 
30 1 11	0.147382 
30 1 12	0.234598 
30 1 13	0.285397 
30 1 14	0.0351611 
30 1 15	0.0882771 
30 1 16	9.91766e-07 
30 2 17	0.00829029 
30 2 18	-0.04376 
30 2 19	-0.150602 
30 2 20	-0.0757789 
30 2 21	0.147382 
30 2 22	0.234599 
30 2 23	-0.285396 
30 2 24	-0.035162 
30 2 25	-0.0882772 
30 2 26	-3.43892e-07 
31 1 7	-0.0055302 
31 1 8	0.00588777 
31 1 9	0.000115291 
31 1 10	0.242162 
31 1 11	-0.192806 
31 1 12	-0.125396 
31 1 13	-0.04089 
31 1 14	-0.0781532 
31 1 15	-0.367829 
31 1 16	1.73218e-07 
31 2 17	-0.0055302 
31 2 18	-0.0058878 
31 2 19	-0.000115303 
31 2 20	-0.242162 
31 2 21	-0.192805 
31 2 22	-0.125398 
31 2 23	0.0408898 
31 2 24	0.0781533 
31 2 25	0.36783 
31 2 26	7.01052e-07 
32 1 7	0.000241791 
32 1 8	-0.00138479 
32 1 9	-0.00308954 
32 1 10	0.0139203 
32 1 11	-0.0519033 
32 1 12	0.25961 
32 1 13	-0.411319 
32 1 14	0.0351809 
32 1 15	0.416865 
32 1 16	-1.20335e-07 
32 2 17	0.000241788 
32 2 18	0.00138479 
32 2 19	0.00308964 
32 2 20	-0.0139201 
32 2 21	-0.0519041 
32 2 22	0.259611 
32 2 23	0.411319 
32 2 24	-0.0351795 
32 2 25	-0.416867 
32 2 26	2.05765e-06 
33 1 7	0.000284594 
33 1 8	0.00613194 
33 1 9	-1.70858e-07 
33 1 10	-0.020205 
33 1 11	-1.21741e-06 
33 1 12	-0.260128 
33 1 13	-5.07687e-07 
33 1 14	0.294278 
33 1 15	-9.6073e-07 
33 1 16	5.66426e-06 
33 2 17	-0.000284599 
33 2 18	0.00613194 
33 2 19	-1.63749e-07 
33 2 20	-0.0202053 
33 2 21	1.03277e-06 
33 2 22	0.260127 
33 2 23	-2.58969e-06 
33 2 24	0.294277 
33 2 25	-3.03228e-06 
33 2 26	-1.32522e-06 
34 1 7	1.79057e-09 
34 1 8	4.96467e-08 
34 1 9	0.0253714 
34 1 10	-3.27799e-08 
34 1 11	0.16111 
34 1 12	-2.71207e-06 
34 1 13	-0.126929 
34 1 14	4.73549e-07 
34 1 15	-0.00325431 
34 1 16	-0.567567 
34 2 17	-2.15786e-09 
34 2 18	2.70746e-08 
34 2 19	0.0253713 
34 2 20	-1.43467e-07 
34 2 21	-0.161109 
34 2 22	1.32462e-06 
34 2 23	-0.126929 
34 2 24	-8.50981e-07 
34 2 25	-0.00325484 
34 2 26	0.567569 
35 1 7	-0.000289005 
35 1 8	-0.0021946 
35 1 9	-0.00582123 
35 1 10	-0.00189999 
35 1 11	-0.0361823 
35 1 12	0.0919572 
35 1 13	0.197538 
35 1 14	0.0830495 
35 1 15	-0.0800932 
35 1 16	-1.23572e-06 
35 2 17	-0.000289004 
35 2 18	0.0021946 
35 2 19	0.00582127 
35 2 20	0.0018993 
35 2 21	-0.0361828 
35 2 22	0.0919534 
35 2 23	-0.197538 
35 2 24	-0.083041 
35 2 25	0.0800976 
35 2 26	-5.28656e-06 
36 1 7	-0.000106193 
36 1 8	0.000134581 
36 1 9	1.28461e-07 
36 1 10	-0.0157335 
36 1 11	8.91124e-07 
36 1 12	0.0814221 
36 1 13	-5.00201e-06 
36 1 14	0.207125 
36 1 15	2.08991e-06 
36 1 16	-5.87851e-07 
36 2 17	0.000106204 
36 2 18	0.000134504 
36 2 19	-7.79432e-08 
36 2 20	-0.0157334 
36 2 21	3.25374e-07 
36 2 22	-0.0814247 
36 2 23	1.24205e-06 
36 2 24	0.207129 
36 2 25	9.14018e-07 
36 2 26	-3.98903e-06 
37 1 7	-7.90163e-11 
37 1 8	7.04442e-10 
37 1 9	0.00196522 
37 1 10	2.36329e-08 
37 1 11	-0.0167913 
37 1 12	-8.23185e-08 
37 1 13	-0.168349 
37 1 14	-5.7151e-07 
37 1 15	-0.041882 
37 1 16	0.0795158 
37 2 17	-7.77831e-10 
37 2 18	-5.80365e-10 
37 2 19	0.00196521 
37 2 20	-2.73635e-08 
37 2 21	0.0167914 
37 2 22	-1.15586e-07 
37 2 23	-0.16835 
37 2 24	-2.36038e-06 
37 2 25	-0.0418842 
37 2 26	-0.0795148 
38 1 7	0.000100241 
38 1 8	0.000242931 
38 1 9	0.000603056 
38 1 10	0.000387084 
38 1 11	0.00764354 
38 1 12	-0.00658998 
38 1 13	-0.0500628 
38 1 14	0.135465 
38 1 15	-0.151435 
38 1 16	4.27796e-07 
38 2 17	0.000100243 
38 2 18	-0.000242934 
38 2 19	-0.000603071 
38 2 20	-0.000387131 
38 2 21	0.00764367 
38 2 22	-0.00659026 
38 2 23	0.0500639 
38 2 24	-0.135464 
38 2 25	0.151433 
38 2 26	1.93067e-06 
39 1 7	-9.54475e-10 
39 1 8	-2.83801e-09 
39 1 9	0.000973603 
39 1 10	4.95602e-08 
39 1 11	0.0131308 
39 1 12	-1.78045e-07 
39 1 13	0.0123029 
39 1 14	5.21289e-07 
39 1 15	-0.122096 
39 1 16	0.240924 
39 2 17	-6.32909e-10 
39 2 18	9.90462e-10 
39 2 19	0.000973607 
39 2 20	-2.94476e-08 
39 2 21	-0.0131308 
39 2 22	-2.24987e-07 
39 2 23	0.0123025 
39 2 24	-5.73535e-07 
39 2 25	-0.1221 
39 2 26	-0.240921 
40 1 7	-2.0875e-05 
40 1 8	-0.000126428 
40 1 9	-0.000131969 
40 1 10	0.00284677 
40 1 11	-0.000120543 
40 1 12	-0.0137823 
40 1 13	0.0153536 
40 1 14	0.0451463 
40 1 15	0.132142 
40 1 16	-3.53463e-06 
40 2 17	-2.08736e-05 
40 2 18	0.000126423 
40 2 19	0.000131942 
40 2 20	-0.00284681 
40 2 21	-0.000120492 
40 2 22	-0.0137826 
40 2 23	-0.015353 
40 2 24	-0.0451459 
40 2 25	-0.132137 
40 2 26	-2.70777e-06 
41 1 7	4.1193e-10 
41 1 8	3.84321e-09 
41 1 9	1.10934e-05 
41 1 10	-4.78888e-09 
41 1 11	0.00377715 
41 1 12	-9.05194e-08 
41 1 13	-0.00351157 
41 1 14	-3.49916e-07 
41 1 15	0.0712858 
41 1 16	0.0749619 
41 2 17	6.61499e-10 
41 2 18	-2.04582e-09 
41 2 19	1.10803e-05 
41 2 20	2.65932e-08 
41 2 21	-0.00377709 
41 2 22	1.11464e-07 
41 2 23	-0.00351097 
41 2 24	5.71336e-08 
41 2 25	0.0712879 
41 2 26	-0.0749644 
42 1 7	2.96796e-10 
42 1 8	1.89662e-09 
42 1 9	6.50222e-09 
42 1 10	-3.70519e-09 
42 1 11	3.4689e-09 
42 1 12	-2.43738e-08 
42 1 13	-1.56597e-07 
42 1 14	-1.90078e-07 
42 1 15	-1.01599e-06 
42 1 16	-0.0811887 
42 2 17	5.0454e-10 
42 2 18	-3.70451e-11 
42 2 19	1.75945e-09 
42 2 20	1.51526e-08 
42 2 21	1.7558e-08 
42 2 22	6.44332e-08 
42 2 23	1.58408e-07 
42 2 24	9.30569e-08 
42 2 25	8.3777e-09 
42 2 26	-0.0811882 
43 1 17	-0.315653 
43 1 18	0.660897 
43 1 19	0.515715 
43 1 20	0.209859 
43 1 21	-0.127362 
43 1 22	0.148273 
43 1 23	-0.141804 
43 1 24	-0.0846819 
43 1 25	-0.0237618 
43 1 26	-1.94105e-06 
43 2 27	-0.893245 
43 2 28	-0.220598 
